lead_id,first_name,last_name,email,phone_number,source,status,created_at,assigned_to,region
3a143110-591f-4984-b661-a4b3af0257fc,Mia,Smith,mia.smith926@company.com,(599) 699-8020,Social Media,Contacted,2024-03-21 04:13:52,126,North America
52155ed3-b8fd-497f-bdd3-02256691ddd6,Elijah,Martin,elijah.martin@business.org,(388) 383-6129,Trade Show,Contacted,2024-07-21 04:45:25,151,APAC
27bfb48b-29ac-4a82-9014-89820c3de8aa,Ethan,Moore,ethan.moore@business.org,+34 96 1239 4031,Referral,Contacted,2023-12-19 00:49:08,173,North America
146e6cbb-ca2f-41cc-9ce4-65b1df30321c,Liam,Wilson,liam.wilson@company.com,(354) 314-2076,Social Media,New,2025-03-08 17:54:16,123,North America
660836c5-b82c-4d53-a530-de6a43539b84,Benjamin,Davis,benjamin.davis@company.com,(543) 654-2117,Social Media,Unqualified,2024-03-08 17:03:32,151,North America
3f6e6953-c984-4fce-8ff4-6636aa4f3acd,Amelia,Jackson,amelia.jackson@mail.net,(351) 988-4457,Trade Show,Contacted,2022-12-14 10:17:03,195,APAC
c5601c08-f04f-40b7-8b1f-927cdfcbe277,Mason,Martinez,mason.martinez67@mail.net,(352) 980-8726,Website,Contacted,2025-06-19 04:23:29,117,APAC
daeb87db-ffa1-4a00-aa4f-7b9413259070,Harper,Johnson,harper.johnson@example.com,+61 65 4210 1863,Email Campaign,Unqualified,2023-10-27 04:16:29,178,EMEA
9cd9be28-d705-4dcc-ab14-84d19f580d35,Noah,Johnson,noah.johnson@example.com,(726) 388-2401,Website,Contacted,2024-09-11 10:26:58,173,APAC
08c3d8cb-e682-43ee-9da6-bf02a710d76b,Mason,Martin,mason.martin@example.com,+49 94 4090 1155,Website,Qualified,2022-10-04 09:08:57,131,North America
573cbed4-16b2-4987-ab90-171d580409c9,Mason,Jackson,mason.jackson@corp.co,(793) 966-4926,Website,Qualified,2024-05-12 05:43:17,118,EMEA
d03a385b-b7a7-49cf-83f0-0129c128388a,Evelyn,Rodriguez,evelyn.rodriguez@corp.co,+81 98 8105 7815,Referral,Unqualified,2022-10-22 12:44:05,198,EMEA
9a73af21-c697-4f15-aef1-5253b4858e04,Harper,Lopez,harper.lopez@business.org,+61 79 6098 4798,Trade Show,Unqualified,2023-05-17 19:21:13,184,North America
d03a3b1c-94d1-47d4-af3b-381e9f8cbe7a,Ethan,Jackson,ethan.jackson@business.org,(718) 675-3323,Advertisement,New,2025-06-28 07:15:17,163,North America
e5261fec-6a52-4ba8-bc9c-b466e1fa10f2,Emma,Garcia,emma.garcia997@mail.net,(464) 549-8029,Social Media,New,2024-09-09 21:14:02,174,EMEA
d02f912c-d81f-4e8e-a7f3-8468a147e420,Alexander,Gonzalez,alexander.gonzalez@corp.co,+34 24 8436 7516,Advertisement,Qualified,2024-02-06 02:55:15,172,APAC
2af732df-c67a-46f1-940e-b3987bd3e963,Isabella,Gonzalez,isabella.gonzalez@corp.co,(778) 922-7419,Social Media,New,2023-09-26 15:05:20,114,APAC
284d9bef-fc5a-440f-9c3e-a135686ec28d,Liam,Gonzalez,liam.gonzalez@corp.co,(490) 356-4386,Referral,Contacted,2024-05-08 02:29:31,166,EMEA
53857735-2ffc-42c3-b055-de46619f7fe0,Emma,Garcia,emma.garcia@company.com,(476) 112-9599,Referral,Qualified,2024-12-16 23:42:47,186,APAC
fda8de86-def1-44d1-aec1-852f0739fb70,Noah,Gonzalez,noah.gonzalez@business.org,(553) 452-1601,Website,Unqualified,2025-01-09 09:30:08,119,APAC
95a38eaf-cf1a-4156-a431-0ac5af823007,Liam,Taylor,liam.taylor@company.com,(369) 831-5894,Email Campaign,Unqualified,2022-12-13 15:42:08,119,APAC
0b9ff26d-6130-4ffa-b651-80e7ee116d1b,Benjamin,Jones,benjamin.jones@business.org,(490) 712-4573,Social Media,Qualified,2023-01-07 20:16:03,123,EMEA
abaf8a31-03b4-4513-b998-852c4ea65f9f,Elijah,Johnson,elijah.johnson247@corp.co,(228) 852-9663,Email Campaign,New,2023-11-11 13:24:27,158,APAC
f061f9c6-b6e2-49f7-8298-26ed9d929bae,Emma,Miller,emma.miller861@mail.net,(411) 499-3139,Referral,New,2025-07-04 20:22:44,165,APAC
be9e7bcf-7197-40a6-aaaa-d64e34a96d97,Sophia,Brown,sophia.brown@example.com,+49 45 1286 5330,Email Campaign,Unqualified,2025-10-20 01:45:17,187,North America
f6488c20-bc9a-4941-baef-c3ed09a1192a,Mason,Jones,mason.jones@corp.co,(237) 557-8879,Advertisement,New,2024-10-26 19:46:32,141,North America
a0dc13c8-07ec-4cc2-92c0-6e6a38b74122,Amelia,Miller,amelia.miller@company.com,(475) 816-3891,Email Campaign,Qualified,2025-08-24 05:16:27,165,APAC
7fae323a-c1da-4284-a8cf-f70023187c3f,Lucas,Gonzalez,lucas.gonzalez@mail.net,+49 12 2315 1122,Advertisement,Unqualified,2025-06-12 13:17:15,125,APAC
448ec41e-499c-43d9-b726-9b5517305cb1,James,Gonzalez,james.gonzalez@corp.co,(569) 964-8871,Advertisement,New,2025-07-18 14:00:36,194,North America
20bb8eb6-7e63-4a63-9767-84576b871cfb,Mason,Thomas,mason.thomas@example.com,+61 61 8178 8949,Social Media,Qualified,2025-11-10 02:52:43,125,APAC
d92c0c8d-4500-4a51-9246-85868972626c,Harper,Smith,harper.smith@mail.net,(737) 543-6875,Referral,Qualified,2022-12-04 09:48:50,196,EMEA
d6bff1fe-df14-4f42-ae5b-60ac9611ac96,Liam,Smith,liam.smith@corp.co,(425) 479-6297,Email Campaign,Contacted,2023-11-15 15:25:15,190,APAC
09b26d82-9847-458b-87bb-03d9a5115823,Alexander,Thomas,alexander.thomas890@corp.co,(512) 305-8553,Trade Show,Unqualified,2025-03-01 18:16:47,111,APAC
033f7bf8-f901-4651-a7f2-1f28464117ab,Evelyn,Garcia,evelyn.garcia@mail.net,(351) 718-4537,Email Campaign,Contacted,2022-07-08 06:55:44,154,APAC
619b6436-d34e-4820-9838-74cb61cbbdd1,Liam,Martinez,liam.martinez@corp.co,(317) 192-3602,Advertisement,Contacted,2024-09-12 18:47:16,164,APAC
c48a8239-fff2-46c6-9edd-deeb10db8064,James,Brown,james.brown@corp.co,(284) 682-7754,Advertisement,Unqualified,2022-01-11 21:06:21,110,APAC
9ad360a5-0bcc-43a3-a4f3-ebe3316f67ee,Isabella,Johnson,isabella.johnson@example.com,(433) 556-6481,Email Campaign,Qualified,2022-10-12 10:45:43,176,APAC
ded5052a-12c9-425f-96ec-f2569ba1cbbe,Noah,Lopez,noah.lopez@corp.co,(782) 438-9152,Trade Show,Qualified,2023-08-02 00:21:07,162,APAC
4adcbbc5-69b6-4164-839d-73e52b0222f3,Elijah,Martinez,elijah.martinez@business.org,(630) 466-5884,Referral,New,2022-12-04 14:04:38,130,EMEA
8cd9cbe1-12e8-4c9c-b06a-b2947ea806f5,Sophia,Moore,sophia.moore@company.com,(325) 180-6347,Email Campaign,Unqualified,2025-05-24 13:00:05,111,APAC
b1314095-8c04-4b8b-a7fd-fd95d453210c,Noah,Rodriguez,noah.rodriguez@company.com,(487) 145-6540,Email Campaign,Contacted,2025-03-10 02:32:53,181,North America
ad7eeaa5-6006-42a0-8e0d-466c9a307f16,Ethan,Wilson,ethan.wilson376@mail.net,(251) 155-9427,Email Campaign,Qualified,2024-07-12 10:22:32,182,North America
ce9fc263-b67e-437e-8fc8-4e9dd578bf8a,Harper,Taylor,harper.taylor@mail.net,(644) 911-5045,Trade Show,Contacted,2024-01-27 05:09:17,122,EMEA
1c431924-3b8b-4421-89cc-18f00a40d622,Ethan,Miller,ethan.miller725@mail.net,(207) 123-3459,Social Media,Qualified,2024-11-11 20:09:47,100,EMEA
478815a0-d162-4b97-a6e9-a720225f12bf,Sophia,Garcia,sophia.garcia201@example.com,+44 42 5057 4502,Advertisement,Unqualified,2022-02-25 23:31:33,132,North America
abbfbad7-2c27-45a9-9c4e-8a1e8a8c6a90,Ava,Johnson,ava.johnson@company.com,(237) 180-8839,Website,Unqualified,2025-01-22 01:22:34,158,EMEA
55aedd13-3a96-45d2-a1ed-be38487a0187,Ava,Johnson,ava.johnson219@example.com,+44 51 1258 5271,Trade Show,Unqualified,2024-12-20 18:51:23,108,North America
c4cff068-aa9b-43e8-b0dc-eaa0f117eecd,Benjamin,Martin,benjamin.martin@corp.co,(691) 343-8138,Social Media,Qualified,2022-01-20 09:44:09,147,EMEA
d2805254-103c-4d66-bdf2-d471724d5a6a,Isabella,Lopez,isabella.lopez@mail.net,+49 14 7132 6031,Social Media,Qualified,2023-09-10 08:15:36,192,EMEA
40dc76c3-8c99-4519-ba3b-17e3d1c784ed,Harper,Wilson,harper.wilson@example.com,(335) 822-5039,Email Campaign,Contacted,2023-09-04 10:58:52,125,EMEA
a789b8e6-6407-4f37-8d8d-9bea8f384314,Mason,Garcia,mason.garcia441@company.com,(969) 450-9407,Trade Show,New,2023-06-22 20:07:12,103,APAC
a8f9ca1e-17a1-449f-b1ac-afe44487d78b,Mia,Gonzalez,mia.gonzalez@example.com,(718) 218-3425,Referral,Unqualified,2023-08-23 16:33:22,130,North America
2742959a-840a-41a6-8570-121417bf9fe9,Ethan,Johnson,ethan.johnson@company.com,(605) 235-9543,Referral,Qualified,2022-12-10 21:26:12,192,APAC
aec3b60c-7db9-42f1-8564-f00c1b1d2079,Ava,Martin,ava.martin743@company.com,+44 41 7492 1490,Advertisement,New,2022-02-27 09:59:20,119,North America
51e6d9b6-d3c5-4372-844c-9c7f0e6e664c,Emma,Thomas,emma.thomas@business.org,(795) 322-3656,Referral,Unqualified,2024-01-09 18:39:09,100,APAC
de15e510-d9f5-449a-8a75-2b8e3f8a4b4e,Alexander,Miller,alexander.miller@mail.net,(619) 352-6057,Trade Show,Contacted,2023-06-24 12:35:18,119,APAC
b4f0c574-5aa3-4b5a-bf87-57bd14d7add9,Ethan,Jones,ethan.jones@example.com,(536) 693-6226,Referral,Contacted,2023-02-05 01:49:10,103,APAC
d4b8ef5a-1b6e-4227-bca7-ebfeb329fda6,Emma,Martin,emma.martin@business.org,(437) 221-5650,Trade Show,Contacted,2023-02-10 10:02:49,129,North America
8e24bf77-964c-4545-aacb-0af47f451388,Harper,Anderson,harper.anderson@company.com,(484) 474-1887,Social Media,New,2022-06-27 05:46:10,155,EMEA
69ae6950-2639-479d-b439-163e29f58deb,Mason,Wilson,mason.wilson@mail.net,(348) 378-8541,Trade Show,Qualified,2023-09-08 10:41:02,138,EMEA
d1fd5576-7ceb-43fa-b852-39d78a5f2d6c,Sophia,Rodriguez,sophia.rodriguez268@mail.net,(988) 557-6156,Advertisement,New,2024-06-23 05:18:39,115,North America
925d1ea4-8aa1-4c5e-b048-3a69aa674af8,Elijah,Taylor,elijah.taylor@example.com,+34 72 1355 3930,Advertisement,Unqualified,2023-03-16 16:40:56,135,North America
57dd59e1-8b92-42ec-81c2-eee3cf8e23d5,Elijah,Thomas,elijah.thomas@example.com,(838) 897-4716,Referral,Unqualified,2023-11-01 21:59:33,146,APAC
7b7514ac-534d-47ad-8597-8bbc8be9fbd2,Alexander,Thomas,alexander.thomas@example.com,(923) 476-7223,Website,Contacted,2024-11-02 09:38:02,169,North America
6f22885f-4908-4e6d-9107-1442ac085c73,Olivia,Anderson,olivia.anderson424@mail.net,(214) 907-8842,Trade Show,Unqualified,2024-08-31 02:27:25,100,North America
a1f315c7-0016-4576-a030-11dc7d598a19,Emma,Miller,emma.miller@mail.net,+61 31 6275 4483,Referral,Unqualified,2025-06-25 12:47:18,189,EMEA
0c607168-004b-4a41-8f21-2d5b2eeedac2,Charlotte,Thomas,charlotte.thomas@corp.co,+49 31 8749 9780,Social Media,Qualified,2022-09-24 14:21:05,174,APAC
19531358-4be9-41ac-a126-11a2c6abd813,Benjamin,Martinez,benjamin.martinez@business.org,(468) 579-9923,Advertisement,New,2023-09-05 05:29:08,198,APAC
e93820d9-18a6-44e5-ae9c-f68be1f43a0d,Olivia,Garcia,olivia.garcia547@company.com,+61 50 8965 6686,Advertisement,Contacted,2024-01-02 15:28:13,111,North America
bb1998a1-f8ea-44ca-835f-ac448425de0c,Ethan,Wilson,ethan.wilson451@example.com,(560) 709-1992,Referral,Qualified,2025-07-13 00:11:16,115,North America
b09ee01d-7ec5-47d1-bb70-b90fe47c9898,Isabella,Jones,isabella.jones@company.com,(256) 172-1686,Website,New,2025-10-20 18:40:54,185,EMEA
eb4134b0-b735-41be-a3eb-9d0f97e9fc4f,Harper,Lopez,harper.lopez@example.com,(884) 744-6723,Social Media,Unqualified,2022-11-27 15:06:58,149,EMEA
4d7d7c32-ae8f-432a-97ba-dfdc34e9c2a9,Amelia,Jackson,amelia.jackson@business.org,(766) 912-7013,Advertisement,Unqualified,2024-10-22 10:32:47,100,North America
00ab9481-66f7-4624-a0d4-7401ea4086d2,Lucas,Gonzalez,lucas.gonzalez@company.com,+34 99 4165 5611,Social Media,Unqualified,2024-09-13 14:05:18,185,North America
fa23c6c5-6a37-4d2b-a339-8d84ae170ad2,Elijah,Thomas,elijah.thomas@corp.co,(556) 503-3791,Social Media,Qualified,2025-12-15 16:07:29,168,EMEA
3f038b56-b8e0-41eb-805a-2c147157be97,Mason,Johnson,mason.johnson@mail.net,(966) 399-3223,Social Media,Qualified,2022-02-25 09:37:00,193,EMEA
b04dd35e-5093-40d5-b6a2-c270fdc4c54c,Harper,Rodriguez,harper.rodriguez@mail.net,(989) 949-3275,Trade Show,Unqualified,2024-02-02 19:53:11,118,EMEA
31ee5166-2356-47f9-8a8b-13b2e8938e63,Elijah,Jackson,elijah.jackson@business.org,(850) 351-2511,Email Campaign,Contacted,2023-07-14 02:29:35,162,APAC
e0a9198e-7e52-4290-957c-5f0c799fdd5e,Mia,Taylor,mia.taylor@corp.co,(580) 372-9926,Website,New,2025-12-26 03:06:56,105,North America
2916c4f8-613b-4047-94ba-a6442e512106,Liam,Miller,liam.miller@company.com,(728) 922-6681,Trade Show,Contacted,2022-09-19 10:52:18,185,North America
cb744c3e-00f7-4984-917c-fc13a0f3d6d4,Mason,Gonzalez,mason.gonzalez@business.org,(911) 636-4625,Email Campaign,Qualified,2023-01-19 14:51:13,172,APAC
6fcd566b-2b57-4cb3-91e4-20391c83d49d,Ethan,Johnson,ethan.johnson@mail.net,(383) 923-5222,Trade Show,Contacted,2025-01-22 18:54:48,151,North America
b9544cf7-fcfb-4379-84ce-85b583dd3411,James,Johnson,james.johnson@company.com,(790) 305-1876,Referral,New,2024-06-25 18:56:16,193,APAC
8f7f0ca1-c560-4870-be23-8adb9b544c2b,James,Taylor,james.taylor@example.com,+44 88 3805 1376,Referral,Contacted,2022-05-23 07:58:56,100,North America
9ade7b7a-eedb-4939-95d2-eb8608489a7f,Mason,Anderson,mason.anderson@mail.net,(314) 417-7306,Email Campaign,New,2022-09-19 23:06:57,158,EMEA
cf9b66b1-8b83-4f07-91e2-d03f8675960b,Mason,Wilson,mason.wilson@corp.co,(621) 736-7354,Advertisement,Unqualified,2024-12-11 19:33:31,145,North America
83c5abab-fb26-419a-bdc2-b7d01a0cf5d1,Amelia,Miller,amelia.miller@example.com,(785) 609-8170,Referral,New,2022-08-06 18:58:01,190,North America
118f87ca-fec7-4f0c-86ac-ef38ce92f9d1,Alexander,Gonzalez,alexander.gonzalez@company.com,(918) 510-2289,Referral,Unqualified,2024-06-07 10:05:39,146,North America
e6c782f0-6934-4373-ac67-148f2c149fd4,Alexander,Martinez,alexander.martinez@company.com,(362) 892-7368,Referral,New,2025-11-07 11:33:27,173,EMEA
83a9e9d3-75f9-40bc-82dc-6e07940e3ac6,Amelia,Rodriguez,amelia.rodriguez@corp.co,+34 56 7779 6139,Email Campaign,New,2022-06-14 13:16:47,116,EMEA
f5c30afc-b1d1-4ad2-9211-ea745fa32d04,Harper,Davis,harper.davis@company.com,(871) 755-4320,Email Campaign,New,2022-12-23 12:02:07,191,North America
339a7cad-1cfe-4439-909b-41232cd46226,Benjamin,Rodriguez,benjamin.rodriguez@business.org,(827) 524-9144,Trade Show,Unqualified,2024-01-26 23:15:06,153,EMEA
3c36036d-5355-4617-87d4-88ca02468ddf,Liam,Jones,liam.jones@business.org,(976) 196-4472,Trade Show,Contacted,2022-05-31 01:21:36,121,EMEA
fb4a4a09-5100-4555-aceb-e297df12b82d,Isabella,Wilson,isabella.wilson@example.com,+34 66 9333 2151,Social Media,New,2023-02-15 00:57:10,177,North America
d7382912-e8e6-4476-a863-d7974a4ebbbc,Emma,Williams,emma.williams988@mail.net,(733) 449-6532,Referral,Qualified,2023-10-25 20:13:34,186,North America
d4249eea-9aef-4232-a87a-322d069943fb,Benjamin,Taylor,benjamin.taylor@example.com,(229) 668-5886,Advertisement,Unqualified,2025-05-08 15:36:57,191,North America
e6b7ab48-729a-43e9-9e48-55f451f7c26f,Noah,Brown,noah.brown@example.com,(683) 880-1191,Social Media,Unqualified,2024-01-19 14:50:57,193,EMEA
052fab84-6501-491e-9655-4312534ffb39,Evelyn,Smith,evelyn.smith@business.org,(468) 871-8195,Website,Contacted,2023-09-13 01:34:34,157,EMEA
505d1b23-151e-4d38-b224-33ba3389c4a9,Olivia,Martin,olivia.martin856@corp.co,+33 53 8938 4513,Trade Show,Unqualified,2025-11-10 02:08:38,177,EMEA
ae70cccc-34a0-44ee-a367-0b4e5d9d5c03,James,Hernandez,james.hernandez@mail.net,+81 29 5990 4616,Trade Show,Qualified,2023-07-10 03:46:39,181,North America
d4a153fc-fd26-44aa-b884-0bcda85b6d94,Ava,Gonzalez,ava.gonzalez@business.org,+61 83 6745 6679,Advertisement,Unqualified,2024-12-11 13:19:37,194,APAC
836c8139-264e-4a93-838b-40fe776f014b,Mason,Taylor,mason.taylor@mail.net,(513) 289-9107,Email Campaign,Qualified,2025-03-16 18:08:24,159,North America
08d4e824-d7d1-4cba-9bd1-5e379b760c6f,Benjamin,Moore,benjamin.moore872@corp.co,(285) 837-8895,Trade Show,Unqualified,2022-05-10 08:32:08,140,EMEA
ec7cd4d6-a4d3-4509-8a4c-f01952c20a1b,Henry,Johnson,henry.johnson815@corp.co,+49 17 1743 2399,Website,New,2025-04-06 11:04:43,105,APAC
c854f7ba-e319-4c19-bf91-2e687ddafccf,Sophia,Garcia,sophia.garcia593@mail.net,+49 54 1034 3710,Advertisement,Contacted,2022-10-15 00:18:37,197,APAC
63a7938d-1b8d-497a-ac8f-d0f14e4b7d21,Ethan,Rodriguez,ethan.rodriguez@business.org,(709) 577-4781,Social Media,Contacted,2022-02-19 23:40:36,103,North America
6f81d93d-3aca-4b62-874c-35b36d4df0b5,Benjamin,Lopez,benjamin.lopez@company.com,(248) 504-3834,Email Campaign,Contacted,2022-06-05 05:07:35,161,EMEA
7491aa01-f1e7-4705-b6c9-f07a9832a1bd,Olivia,Garcia,olivia.garcia11@mail.net,+61 54 2616 5068,Social Media,Contacted,2024-02-21 06:15:48,194,APAC
304e2c98-c13e-4ed6-b8df-28811818f867,Olivia,Thomas,olivia.thomas@example.com,(271) 122-9402,Social Media,Unqualified,2024-02-19 11:39:20,120,APAC
8b4fc942-966a-46bf-9b49-b618603d51ab,Noah,Moore,noah.moore@example.com,(823) 844-2673,Social Media,Qualified,2024-01-12 07:11:38,181,North America
d3bbbcc1-50f0-405b-9c4b-56880c512cd3,Emma,Brown,emma.brown@example.com,(603) 144-4310,Advertisement,New,2022-08-24 02:52:43,107,APAC
b0687dd0-9720-4d6b-806e-af37aa1b1f68,Evelyn,Lopez,evelyn.lopez@mail.net,(422) 715-9776,Website,Contacted,2023-03-16 09:40:20,167,EMEA
47ec4eec-4e47-4fd2-94eb-f4139e2adbdf,Ava,Brown,ava.brown@company.com,(403) 838-6788,Email Campaign,New,2025-10-19 04:04:06,199,APAC
e0a6ebf5-821a-4ef0-b1d6-d6f6537d78c2,Evelyn,Moore,evelyn.moore@corp.co,(404) 121-5895,Website,New,2023-12-10 23:02:40,141,APAC
462a4c01-f0af-4211-87f9-46ea540e598e,Ethan,Rodriguez,ethan.rodriguez@mail.net,(954) 770-2385,Social Media,New,2022-12-29 13:10:23,117,North America
25a3b2ce-06a7-449c-8bda-49c0d9713801,Sophia,Martinez,sophia.martinez@business.org,(508) 471-6083,Referral,Qualified,2022-04-16 02:24:06,189,APAC
611584ab-5dea-49c0-9929-93be76d01cb7,Henry,Anderson,henry.anderson@corp.co,(917) 159-9925,Advertisement,New,2025-11-27 03:45:02,138,EMEA
edfe784f-6b6c-4d27-8302-61ddc041d69a,Olivia,Taylor,olivia.taylor301@company.com,(696) 380-5464,Referral,Qualified,2025-12-19 05:00:12,183,EMEA
50b63a3e-aeee-4b30-b36b-b862cce59199,Benjamin,Garcia,benjamin.garcia@example.com,(972) 133-4093,Referral,New,2024-05-09 02:57:34,156,North America
c32f6e92-2ef7-4fa7-bf61-82ed1388995d,Isabella,Martin,isabella.martin@business.org,(962) 260-4260,Website,Contacted,2024-03-30 21:54:49,151,APAC
f0e67c47-5fd1-47d1-9276-b80ad86f33f2,Sophia,Martin,sophia.martin261@business.org,(699) 982-5566,Referral,Unqualified,2024-09-13 03:36:19,174,APAC
96bf1c8a-4e7b-4197-af00-d899507b2d82,Mason,Davis,mason.davis@business.org,(365) 296-2985,Social Media,Qualified,2025-09-05 18:39:31,188,North America
b13c886b-f550-4323-8909-71ad91f7eef8,Olivia,Taylor,olivia.taylor753@corp.co,+33 60 2365 2602,Advertisement,Qualified,2022-08-13 09:15:58,134,North America
d02c19c3-9d1e-461e-ba87-c2f5a3ed97d5,Ava,Brown,ava.brown@business.org,(984) 340-1138,Advertisement,New,2023-12-20 21:08:26,148,APAC
721a008e-59f7-4767-a8d1-b15949a35484,Mason,Thomas,mason.thomas@mail.net,(658) 421-2887,Email Campaign,Qualified,2024-07-31 10:40:28,145,North America
aeb12803-212a-4c3e-878a-99404553e9af,Noah,Hernandez,noah.hernandez133@mail.net,(518) 974-1648,Social Media,Qualified,2024-04-07 12:51:40,106,North America
0e0b5bd4-f180-42b9-81cd-8d0443c5f9f9,Mia,Miller,mia.miller@example.com,(611) 858-2516,Website,Unqualified,2024-03-25 09:02:23,156,EMEA
47dcb846-3903-4980-952b-f70d70d1d8c1,Benjamin,Hernandez,benjamin.hernandez@example.com,+61 35 4166 7755,Email Campaign,Qualified,2024-08-25 12:41:24,143,EMEA
ed59c8c6-7acb-403f-a2ae-7000a92d0834,Amelia,Jackson,amelia.jackson@mail.net,(738) 309-9683,Email Campaign,Unqualified,2022-12-08 20:47:33,127,North America
ecf25e12-b9cc-4260-8bd0-067526395bc3,James,Miller,james.miller158@example.com,(657) 968-2645,Trade Show,Contacted,2024-03-05 22:17:40,169,North America
027b24e6-2a2a-42da-9467-f98504aae2b6,Alexander,Smith,alexander.smith@example.com,(690) 672-7994,Referral,New,2022-02-26 16:58:33,191,APAC
e7356e0f-7f21-44b6-aadc-c3401ced99e0,Harper,Davis,harper.davis483@example.com,(286) 548-7509,Advertisement,Qualified,2023-12-08 12:45:13,114,North America
6ea04731-cebb-43ae-b00e-0b93aaa3e89c,Evelyn,Gonzalez,evelyn.gonzalez@business.org,(937) 484-5048,Advertisement,Qualified,2024-07-27 23:17:11,162,APAC
f066dad1-8592-466a-ba2d-0dd6d1ada292,Charlotte,Wilson,charlotte.wilson691@corp.co,+44 53 1227 7528,Advertisement,New,2023-03-05 10:43:19,158,APAC
b9cf0314-62ae-43d5-b5b6-a04b4e223adb,Sophia,Martin,sophia.martin199@company.com,(915) 614-4299,Advertisement,New,2022-03-05 17:00:19,187,North America
709a1bb1-b52c-420f-9f57-a6a0853b3080,Evelyn,Gonzalez,evelyn.gonzalez@example.com,(539) 979-5636,Referral,Contacted,2025-02-01 10:26:23,153,APAC
3f6c0faf-ba2b-4a5f-97b8-98f9b9e912c3,Liam,Thomas,liam.thomas@business.org,(772) 768-4053,Trade Show,Unqualified,2024-10-23 15:26:46,168,North America
54403477-0dc3-47e7-9188-0f2d71252b2c,Ethan,Anderson,ethan.anderson@company.com,(528) 719-8458,Advertisement,Contacted,2022-08-21 09:56:17,197,North America
750c4fbb-c03a-40fa-a2a6-07f9f1b0e1c0,Charlotte,Johnson,charlotte.johnson@example.com,(833) 528-4561,Website,Contacted,2025-04-16 09:33:37,118,EMEA
cd34e3ff-5ab2-4078-a2d5-1e3ed314d1ed,Harper,Taylor,harper.taylor@corp.co,(833) 758-1477,Website,New,2022-08-21 01:58:11,166,EMEA
b6da8642-bada-4708-ace7-a869a18941f5,Evelyn,Davis,evelyn.davis@company.com,(982) 960-8265,Trade Show,Qualified,2025-06-19 13:46:16,161,APAC
93dc7b91-408a-4ba5-8796-7ec4926b2f2c,Noah,Jones,noah.jones@business.org,(930) 658-7167,Trade Show,Unqualified,2025-12-13 09:11:45,176,North America
4eef4c01-bc09-454e-b593-5ad0d10702f3,Ava,Martin,ava.martin@business.org,+33 27 6216 6153,Website,Qualified,2023-11-15 06:35:02,133,EMEA
